Voltage(V),SoE (%)
3.955076,81.09805869
3.954875,81.08324623
3.95467,81.06834722
3.954383,81.0534482
3.954304,81.03871148
3.954131,81.02381246
3.953994,81.00893508
3.953794,80.99402525
3.95361,80.97922361
3.953483,80.96442197
3.953348,80.94952295
3.953263,80.93463475
3.953164,80.91975737
3.953028,80.90499902
3.952883,80.89014328
3.952698,80.87523344
3.952549,80.86044262
3.952397,80.84557606
3.952239,80.83077442
3.952077,80.81592951
3.951913,80.80099803
3.95165,80.78621803
3.951396,80.77127573
3.951301,80.75646327
3.951092,80.74159672
3.950977,80.7267518
3.950847,80.71192852
3.950634,80.69714852
3.950467,80.68228196
3.950337,80.66738294
3.950294,80.65263541
3.950202,80.63776885
3.95008,80.62290229
3.949907,80.60808983
3.949743,80.59320163
3.949585,80.57841081
3.949452,80.56347934
3.9493,80.5486236
3.949104,80.53380032
3.948886,80.51904196
3.948662,80.50415376
3.948482,80.48934131
3.948303,80.47449639
3.948201,80.45971639
3.948044,80.44483901
3.94783,80.42997245
3.947645,80.41523573
3.947529,80.40036918
3.947334,80.3854918
3.947406,80.37067934
3.947266,80.35585606
3.947101,80.3409895
3.946964,80.32622032
3.946812,80.31132131
3.946618,80.29655213
3.946478,80.28178295
3.946298,80.26692721
3.946135,80.25207147
3.945881,80.23726983
3.945693,80.22239246
3.945526,80.20760164
3.945336,80.19282164
3.945145,80.1779659
3.945054,80.16317508
3.944883,80.14830852
3.944793,80.13345279
3.944599,80.11871607
3.944489,80.10390361
3.944392,80.08909115
3.944264,80.07421377
3.944111,80.05940131
3.944015,80.04463213
3.943803,80.02970066
3.943653,80.01495312
3.943509,80.0001623
3.943383,79.98531738
3.943119,79.9705482
3.942892,79.95570328
3.94273,79.94082591
3.942546,79.92611083
3.942377,79.91117935
3.942241,79.89646427
3.942102,79.88167345
3.941975,79.86678525
3.941751,79.85196197
3.941609,79.83725772
3.94154,79.82242362
3.941434,79.8075787
3.941345,79.79270132
3.941179,79.77800788
3.941019,79.76314132
3.940863,79.74833968
3.940697,79.73351641
3.94057,79.71873641
3.940359,79.70391313
3.940104,79.68914395
3.939894,79.67432067
3.939782,79.65948657
3.939574,79.64465248
3.939478,79.62991576
3.939321,79.61506002
3.939151,79.6003233
3.939044,79.58555412
3.938813,79.57075248
3.938698,79.55588592
3.938677,79.54118166
3.938501,79.52633675
3.938394,79.51152429
3.938216,79.49673347
3.938083,79.48189937
3.937937,79.46713019
3.937748,79.45236101
3.937641,79.43751609
3.937419,79.42277938
3.937157,79.40792364
3.936978,79.39310036
3.936782,79.378342
3.936604,79.36360528
3.936476,79.34879282
3.936368,79.33407774
3.936207,79.31918955
3.935853,79.30444201
3.935933,79.28965119
3.935752,79.27484955
3.935691,79.26003709
3.935616,79.24530037
3.935434,79.23057447
3.935347,79.21567545
3.935111,79.20100365
3.934942,79.1861371
3.934835,79.17134628
3.934688,79.156523
3.934419,79.1417971
3.934197,79.12700628
3.934025,79.11221546
3.933863,79.09755448
3.933741,79.08275285
3.933556,79.06792957
3.933448,79.05311711
3.933273,79.03839121
3.933071,79.02355711
3.932949,79.00882039
3.932949,78.99402957
3.932751,78.97919547
3.932623,78.96450204
3.932509,78.94972204
3.93239,78.93495286
3.932186,78.92015122
3.932018,78.90532794
3.931863,78.89064532
3.931723,78.87581122
3.931465,78.86109614
3.931258,78.84627287
3.931067,78.83147123
3.93095,78.81678861
3.930847,78.80192205
3.930655,78.78722861
3.930494,78.77240533
3.930325,78.75762533
3.93014,78.74285615
3.930093,78.72816271
3.929987,78.71332862
3.929906,78.69863518
3.929766,78.68380108
3.929611,78.66907518
3.929401,78.65428436
3.92931,78.63950436
3.929115,78.62481092
3.928972,78.61000928
3.928748,78.59520764
3.928515,78.58053585
3.928291,78.56574503
3.928209,78.55093257
3.928045,78.53618503
3.927861,78.52150241
3.927674,78.50667913
3.927571,78.49197487
3.927416,78.47716241
3.927268,78.46246897
3.927256,78.44771061
3.927094,78.43288734
3.926978,78.41816144
3.92684,78.40342472
3.926679,78.38869882
3.926501,78.373908
3.92638,78.35910636
3.926188,78.34436964
3.926079,78.32961128
3.925873,78.31492866
3.925568,78.30018113
3.925512,78.28545523
3.92523,78.27063195
3.925085,78.25589523
3.924975,78.24113687
3.924831,78.22636769
3.924701,78.21170671
3.924541,78.19695917
3.924345,78.18217917
3.924255,78.16742081
3.924203,78.15272738
3.924106,78.13792574
3.923916,78.12324312
3.923787,78.10841984
3.923609,78.09370476
3.923486,78.07903296
3.923345,78.06420968
3.923181,78.04953788
3.922919,78.03472542
3.922726,78.01999952
3.922563,78.00536018
3.922381,77.99051527
3.922224,77.97583265
3.922118,77.96108511
3.921909,77.94631593
3.92174,77.93168741
3.921621,77.91687495
3.921507,77.90218151
3.921432,77.88740151
3.921325,77.87265397
3.921174,77.85794971
3.921023,77.84318053
3.920882,77.82846546
3.920696,77.81369628
3.920556,77.79900284
3.920425,77.78437432
3.920215,77.76957268
3.919991,77.75478186
3.919756,77.7401858
3.919678,77.72543826
3.919525,77.71066908
3.91936,77.69588908
3.919136,77.681174
3.918982,77.66646974
3.918874,77.65171139
3.91876,77.63703959
3.918702,77.62236779
3.918523,77.60756615
3.918448,77.59290517
3.918289,77.57817927
3.918152,77.56345337
3.917994,77.54874911
3.917846,77.53396911
3.917654,77.51929731
3.917516,77.50457141
3.917356,77.48980223
3.917127,77.47516289
3.916907,77.46043699
3.916694,77.44562454
3.916577,77.43100684
3.916429,77.4162593
3.91627,77.4015334
3.91618,77.3868075
3.916007,77.3720816
3.91584,77.35738816
3.915778,77.34266226
3.915678,77.32803374
3.915516,77.31332948
3.915427,77.29857112
3.915281,77.28381276
3.915072,77.26909768
3.914948,77.25439342
3.914793,77.23975409
3.91467,77.22503901
3.914366,77.21032393
3.914124,77.19559803
3.914003,77.18089377
3.91385,77.16617869
3.913713,77.15146361
3.913589,77.13673771
3.913397,77.12210919
3.913195,77.10743739
3.91307,77.09268985
3.912967,77.07795313
3.912907,77.06333543
3.912834,77.04857707
3.91269,77.03379707
3.912514,77.01915773
3.912356,77.00450758
3.912172,76.98980332
3.912086,76.97510988
3.911912,76.96030824
3.911673,76.94565808
3.91151,76.93098628
3.911209,76.91626038
3.911176,76.90155612
3.911037,76.88690596
3.910846,76.87221252
3.910661,76.85751908
3.910542,76.84276072
3.910349,76.82815384
3.910252,76.8134063
3.910193,76.79877778
3.91008,76.7840627
3.90995,76.76935844
3.909835,76.75470828
3.909671,76.74003648
3.909497,76.72532141
3.909343,76.71059551
3.909193,76.69596699
3.909058,76.68123027
3.908881,76.66656929
3.908689,76.65190831
3.908459,76.63716077
3.908253,76.62243487
3.908107,76.60787127
3.907982,76.59316701
3.907816,76.57844111
3.907661,76.56371521
3.907529,76.54909751
3.907332,76.53439325
3.907153,76.51975391
3.907125,76.50506047
3.907114,76.49041031
3.906934,76.47569523
3.906791,76.46099097
3.906636,76.44635163
3.906458,76.43170147
3.906344,76.41692148
3.906174,76.40230378
3.905985,76.38766444
3.905783,76.37293854
3.905547,76.35825592
3.905434,76.34361658
3.905251,76.32899888
3.905145,76.31430544
3.904956,76.29959036
3.904803,76.28487528
3.904631,76.27024676
3.904516,76.25563988
3.904382,76.2409248
3.904281,76.22620972
3.904238,76.21159202
3.904084,76.19689858
3.903948,76.18225924
3.903807,76.16757662
3.903625,76.15287236
3.903424,76.13825466
3.903294,76.12356122
3.903178,76.10895434
3.902927,76.0942609
3.90276,76.07954582
3.902535,76.06492812
3.902368,76.05023468
3.902244,76.03554124
3.902133,76.02097764
3.902023,76.0062301
3.901846,75.9916124
3.901597,75.97697306
3.90154,75.96229045
3.901465,75.94760783
3.901365,75.93291439
3.901225,75.91829669
3.90112,75.90368981
3.900897,75.88898555
3.900792,75.87431375
3.900632,75.85970687
3.900473,75.84500261
3.900258,75.83039573
3.900035,75.81570229
3.899899,75.80103049
3.899641,75.78643443
3.899548,75.77173017
3.899417,75.75712329
3.899211,75.74251641
3.899088,75.72783379
3.89891,75.71316199
3.898804,75.69847937
3.89874,75.68387249
3.898726,75.66918987
3.898534,75.65458299
3.89841,75.63990037
3.898242,75.62525021
3.898047,75.61063251
3.897907,75.59597153
3.897815,75.58135383
3.897609,75.56668203
3.897365,75.55209679
3.897225,75.53740335
3.897009,75.52280729
3.896875,75.50812467
3.89669,75.49346369
3.896568,75.47886763
3.8964,75.46417419
3.896249,75.44961059
3.896152,75.43491715
3.895958,75.42033191
3.895952,75.40574667
3.895811,75.39106405
3.895724,75.37641389
3.895535,75.36181783
3.895429,75.34714603
3.895208,75.33254997
3.895123,75.31789981
3.894968,75.30321719
3.894743,75.28863195
3.894555,75.27394933
3.894367,75.25929917
3.894158,75.24472475
3.893983,75.23005295
3.893842,75.21545689
3.893669,75.20079591
3.893638,75.18622149
3.893439,75.17153887
3.893263,75.15689953
3.893136,75.14230347
3.893085,75.12764249
3.893046,75.11306807
3.892858,75.09840709
3.89269,75.08374611
3.892558,75.06916087
3.892405,75.05458645
3.892262,75.03992547
3.892143,75.02529695
3.891917,75.01071171
3.89164,74.99611565
3.891482,74.98138975
3.891324,74.96681533
3.891193,74.95217599
3.891094,74.93759075
3.89091,74.92292977
3.890744,74.90837699
3.890655,74.89373765
3.89042,74.87915241
3.890375,74.86448061
3.890335,74.84991701
3.890189,74.83525603
3.890021,74.82061669
3.889885,74.80603145
3.88975,74.79139211
3.88958,74.77681769
3.889449,74.76216753
3.889213,74.74759311
3.889079,74.73295377
3.888844,74.71840099
3.888693,74.70375083
3.888582,74.68910067
3.888385,74.67453707
3.888194,74.65988691
3.88804,74.64524757
3.887896,74.63068397
3.887777,74.61613119
3.887641,74.60149185
3.887531,74.58683087
3.887522,74.57227809
3.887366,74.55763875
3.887199,74.54306433
3.887025,74.52844663
3.886925,74.51378565
3.886749,74.49922205
3.886605,74.48468009
3.886408,74.47004075
3.886229,74.45541223
3.886039,74.44084863
3.885819,74.42623093
3.885705,74.41160241
3.885516,74.39706045
3.885377,74.38246439
3.885352,74.36777095
3.885168,74.35321817
3.884974,74.33867621
3.884851,74.32405851
3.884796,74.30942999
3.884703,74.29486638
3.884567,74.28032442
3.884377,74.26566344
3.884238,74.25106738
3.884136,74.23643886
3.88396,74.22188608
3.883791,74.2073333
3.883581,74.19270478
3.883316,74.17816282
3.883204,74.16355594
3.882977,74.14900316
3.882837,74.13437464
3.882764,74.11974612
3.882585,74.10515006
3.882404,74.09059728
3.882248,74.07597958
3.882112,74.06144844
3.882069,74.04684156
3.882014,74.03227796
3.88187,74.01767108
3.881739,74.00305338
3.881557,73.98852224
3.881381,73.9738829
3.881265,73.95934094
3.88111,73.9447557
3.88093,73.9301921
3.880715,73.9155744
3.880474,73.90096752
3.880361,73.8864472
3.880208,73.8718295
3.880118,73.85727671
3.879914,73.84265901
3.879722,73.82814951
3.879601,73.81352099
3.879465,73.79900067
3.879372,73.78440461
3.879239,73.76977609
3.879167,73.75524495
3.879052,73.74064889
3.878899,73.72612857
3.878728,73.71158661
3.878641,73.69696891
3.878465,73.68238367
3.878315,73.66783089
3.878136,73.65316991
3.877937,73.63862795
3.877718,73.62412927
3.877509,73.60952239
3.877383,73.59499125
3.877266,73.58038437
3.877091,73.56579913
3.876987,73.55127881
3.876828,73.53667193
3.876633,73.52216242
3.876523,73.50755554
3.876493,73.4930244
3.87641,73.47844998
3.876214,73.4638431
3.876118,73.4493336
3.87597,73.43473754
3.875789,73.42019558
3.875623,73.40562116
3.875502,73.3910251
3.875352,73.37649396
3.875161,73.36199528
3.875087,73.3473884
3.874881,73.33280316
3.87464,73.31827202
3.874497,73.3036976
3.874293,73.28911236
3.874142,73.27461368
3.874034,73.26000679
3.873905,73.24543237
3.873693,73.23089041
3.873572,73.21633763
3.873406,73.20182813
3.873239,73.18723207
3.873276,73.17272257
3.873127,73.15813733
3.87301,73.14362783
3.872839,73.12905341
3.872648,73.11455473
3.872565,73.09995867
3.872374,73.08538425
3.872243,73.07089639
3.872022,73.05639771
3.871807,73.04181246
3.87161,73.02731378
3.87148,73.01271772
3.87135,72.99812166
3.87119,72.9835797
3.871093,72.9690702
3.870905,72.95448496
3.870735,72.93992136
3.870652,72.92542268
3.870561,72.910924
3.87044,72.89634958
3.870323,72.88177516
3.870173,72.86726566
3.870014,72.85269124
3.869873,72.83819256
3.869728,72.82370469
3.869576,72.80914109
3.869481,72.79456667
3.869205,72.78000307
3.869061,72.76552603
3.868879,72.75101653
3.868704,72.73637719
3.86855,72.72186769
3.868396,72.70736901
3.86826,72.69283787
3.868125,72.67827427
3.867926,72.66377559
3.867825,72.64919035
3.867754,72.63472412
3.867677,72.6201497
3.867551,72.60566184
3.867424,72.59110906
3.867263,72.57661038
3.867071,72.56209006
3.866961,72.547494
3.86686,72.53297368
3.866585,72.51845336
3.86637,72.5039655
3.866174,72.48941272
3.866067,72.47485994
3.865871,72.4603829
3.865735,72.44578683
3.865591,72.43128815
3.865416,72.41675701
3.865275,72.40227997
3.86515,72.38781375
3.865025,72.37327179
3.864985,72.35877311
3.864873,72.34414459
3.86473,72.32964591
3.864612,72.31511477
3.864489,72.30064855
3.864317,72.28608494
3.864112,72.2716079
3.864005,72.25707676
3.863744,72.2425889
3.863543,72.22803612
3.863326,72.21347252
3.863272,72.1990063
3.863113,72.18447516
3.86296,72.16999812
3.862746,72.15543452
3.86265,72.14098994
3.862506,72.12645879
3.86235,72.11192765
3.862187,72.09742897
3.862055,72.08295193
3.861875,72.06835587
3.861921,72.05387883
3.861783,72.03934769
3.861643,72.02485983
3.861521,72.01040443
3.861326,71.99586247
3.861221,71.98133133
3.861075,71.96678936
3.860952,71.95232314
3.860663,71.93780282
3.860473,71.92332578
3.860284,71.90879464
3.86011,71.89432842
3.860066,71.8798081
3.859832,71.8653527
3.859713,71.85081074
3.859542,71.83636615
3.859424,71.82182419
3.85929,71.80729305
3.859157,71.79284847
3.859162,71.77834979
3.858982,71.76384029
3.858839,71.74933079
3.858695,71.73477801
3.858516,71.72034425
3.858399,71.70587802
3.858255,71.69136852
3.858115,71.67681574
3.857885,71.66236034
3.857681,71.64785084
3.85751,71.63340626
3.857306,71.61888594
3.857149,71.60441972
3.857057,71.5898994
3.856869,71.57540072
3.856774,71.56090203
3.856619,71.54646827
3.856446,71.53194795
3.856397,71.51742763
3.856348,71.50299387
3.856174,71.48845191
3.856035,71.47399651
3.855954,71.45949783
3.855762,71.44497751
3.855572,71.43053292
3.855479,71.41603424
3.855236,71.40151392
3.855053,71.38708016
3.854813,71.37255984
3.854667,71.35803952
3.854509,71.34360576
3.85439,71.32915036
3.854264,71.31471659
3.854141,71.30020709
3.853949,71.28568677
3.853776,71.27116645
3.853663,71.25665695
3.853631,71.24225565
3.853533,71.22772451
3.853377,71.21326911
3.853247,71.19883534
3.853127,71.18428256
3.852969,71.16988126
3.852804,71.15531766
3.852665,71.14085144
3.852483,71.12638522
3.85222,71.11192982
3.852048,71.09749606
3.851845,71.08301901
3.851822,71.06853115
3.851665,71.05400001
3.851438,71.03963117
3.851279,71.02505675
3.851156,71.01063381
3.851005,70.99620005
3.850959,70.98170137
3.850859,70.9672135
3.85078,70.95277974
3.850613,70.93832434
3.850409,70.92378238
3.850313,70.90935944
3.850133,70.89487158
3.850008,70.88043782
3.84981,70.86603652
3.849607,70.85153783
3.849429,70.83704997
3.849265,70.82260539
3.849087,70.80809589
3.848981,70.79371623
3.848783,70.77922837
3.848676,70.76471887
3.848381,70.75029592
3.848387,70.73581888
3.848246,70.72140676
3.848175,70.70690808
3.848103,70.6925176
3.84797,70.67799728
3.847774,70.66352024
3.847651,70.64911893
3.847509,70.63462025
3.847407,70.62020813
3.847199,70.60573109
3.847034,70.59130815
3.846822,70.57683111
3.846569,70.56242981
3.846384,70.54796358
3.846283,70.5334649
3.846116,70.51899868
3.845987,70.50457574
3.845873,70.49019608
3.845642,70.47570822
3.845515,70.46120954
3.845408,70.44674331
3.845359,70.43233119
3.845284,70.41786497
3.845142,70.40345285
3.844953,70.38905155
3.844826,70.37456369
3.844707,70.36010829
3.844557,70.34568534
3.844378,70.33121912
3.844213,70.31681782
3.843908,70.3024057
3.843835,70.28785292
3.843597,70.27347326
3.843518,70.2589854
3.843355,70.24459491
3.843168,70.23011787
3.843054,70.21564083
3.842928,70.20132609
3.842774,70.18685987
3.842706,70.17239365
3.842653,70.15792742
3.842466,70.14352612
3.84233,70.12904908
3.842212,70.11468024
3.842028,70.10018156
3.841897,70.08581272
3.841795,70.07132485
3.841615,70.05686945
3.841364,70.04247897
3.841162,70.02802357
3.840955,70.01355735
3.840851,69.99916687
3.840756,69.98476556
3.840589,69.97031016
3.84038,69.9559305
3.840254,69.94148592
3.840111,69.9270738
3.839911,69.91254266
3.839905,69.89817382
3.839798,69.88369677
3.839683,69.86934957
3.839518,69.85488335
3.839392,69.84048205
3.839221,69.82602665
3.839078,69.81163617
3.838967,69.79721322
3.838857,69.78272536
3.838531,69.76836734
3.838285,69.75393358
3.838223,69.7395431
3.838085,69.7250877
3.83788,69.71063229
3.837692,69.69626345
3.837584,69.68188379
3.83747,69.66740675
3.837337,69.65307037
3.837201,69.63861496
3.83711,69.62424612
3.837048,69.60980154
3.836879,69.59533532
3.836712,69.58096648
3.836609,69.56650026
3.836428,69.55208813
3.836281,69.53765437
3.836198,69.52333963
3.835958,69.50889505
3.835691,69.49446129
3.835566,69.48009245
3.835374,69.46564786
3.835239,69.4512682
3.835101,69.43684526
3.834904,69.42247642
3.834871,69.4080102
3.834641,69.39358726
3.834505,69.37914267
3.834372,69.36478465
3.834334,69.35042663
3.83425,69.33596041
3.834067,69.32153747
3.833957,69.30716862
3.833819,69.29273486
3.833667,69.27839848
3.833506,69.2639539
3.833384,69.24959588
3.833108,69.23517293
3.832888,69.22073917
3.832723,69.20635951
3.832549,69.19193657
3.832503,69.17757855
3.832291,69.16309069
3.832118,69.14872184
3.831975,69.134353
3.831858,69.11993006
3.831653,69.10557204
3.831652,69.09121402
3.831538,69.07671533
3.831472,69.06237895
3.831261,69.04796683
3.831161,69.03364127
3.83097,69.01917505
3.830873,69.00483866
3.830723,68.99039408
3.83058,68.97596032
3.830362,68.96161312
3.83007,68.9472551
3.829985,68.93284297
3.829685,68.91844167
3.829604,68.90408365
3.829479,68.88964989
3.82933,68.87523777
3.82915,68.86087975
3.829086,68.84647844
3.828944,68.83214206
3.828879,68.81779486
3.828781,68.80338274
3.828634,68.78902471
3.828439,68.77463423
3.828315,68.76020047
3.828184,68.74585327
3.828059,68.73144115
3.827868,68.71710476
3.827706,68.70268182
3.827503,68.68828052
3.827258,68.67395496
3.827171,68.65959694
3.826962,68.64518481
3.826796,68.63078351
3.826738,68.61644713
3.826558,68.60204583
3.826359,68.58762289
3.826231,68.5732865
3.8262,68.55896094
3.826053,68.54446226
3.825967,68.5301367
3.825835,68.51572458
3.825718,68.50138819
3.825512,68.48698689
3.825377,68.47259641
3.825258,68.45827085
3.825063,68.44389119
3.824856,68.42954398
3.82468,68.41513186
3.824451,68.40073056
3.824346,68.38648074
3.824216,68.37207944
3.824065,68.35766731
3.82388,68.34329847
3.823697,68.32895127
3.823558,68.31452833
3.8234,68.30023522
3.82334,68.2858231
3.823328,68.27145426
3.823173,68.25708542
3.823025,68.24273822
3.822893,68.22841265
3.822747,68.21401135
3.822588,68.19968579
3.822418,68.18528449
3.822251,68.17090483
3.82202,68.15655762
3.821859,68.14217796
3.821743,68.12786322
3.821569,68.11357012
3.821328,68.09914717
3.821198,68.08477833
3.821084,68.07046359
3.82092,68.05611639
3.820826,68.04172591
3.820693,68.02742198
3.82061,68.0130315
3.820529,67.99865184
3.820338,67.9843371
3.820258,67.97003317
3.820111,67.95564269
3.819929,67.94127385
3.819818,67.92695911
3.819674,67.91255781
3.819421,67.89825388
3.819187,67.88389586
3.818994,67.86949456
3.818884,67.85520146
3.818708,67.84082179
3.818616,67.82644213
3.818393,67.81212739
3.818324,67.79774773
3.818103,67.78345462
3.817961,67.76908578
3.817881,67.75477104
3.817751,67.7404022
3.817748,67.72602254
3.817574,67.71166451
3.817376,67.69734977
3.8173,67.68297011
3.817125,67.66867701
3.816979,67.65430816
3.816845,67.64000424
3.816602,67.62564622
3.8164,67.61135312
3.816212,67.59696263
3.816005,67.58260461
3.815893,67.56832233
3.815817,67.55401841
3.815623,67.53963874
3.815467,67.52528072
3.815285,67.51099844
3.815146,67.49661878
3.815137,67.48232568
3.815107,67.46797847
3.814911,67.45368537
3.814782,67.43922997
3.814613,67.42494769
3.81446,67.41065458
3.814349,67.39628574
3.814173,67.38201428
3.814026,67.36764544
3.813791,67.35327659
3.813622,67.33899431
3.813416,67.32471203
3.813335,67.31035401
3.813178,67.29598516
3.812954,67.28170288
3.8128,67.26735568
3.812668,67.25298684
3.812537,67.23870455
3.812364,67.22433571
3.812386,67.21006425
3.812273,67.19578197
3.812096,67.18143476
3.811934,67.16707674
3.811854,67.15279446
3.811634,67.13845808
3.811521,67.12417579
3.811375,67.10982859
3.811215,67.09544893
3.810956,67.08118829
3.810727,67.0668519
3.810631,67.05249388
3.810413,67.03822242
3.810326,67.02395096
3.810171,67.00957129
3.809996,66.99525655
3.809851,66.98097427
3.809719,66.96663789
3.809587,66.95236642
3.80957,66.93803004
3.809469,66.9236612
3.809285,66.90940056
3.809164,66.89504253
3.809028,66.88072779
3.80891,66.86646715
3.808718,66.85219568
3.808573,66.83784848
3.808338,66.82359866
3.808137,66.80925146
3.807969,66.79489343
3.807773,66.78064361
3.807605,66.76629641
3.807443,66.75196003
3.807442,66.7377102
3.807185,66.72344956
3.80707,66.70911318
3.806902,66.69484172
3.806802,66.68050533
3.806791,66.66616895
3.80668,66.65183257
3.806574,66.63757193
3.806315,66.62333292
3.806246,66.60898572
3.806084,66.59474672
3.805906,66.58037787
3.805761,66.56614969
3.805535,66.55179167
3.805387,66.53748775
3.805165,66.52323792
3.805041,66.50891236
3.804878,66.49455434
3.804688,66.48025042
3.80454,66.46601141
3.804372,66.45175077
3.80429,66.43743603
3.804173,66.42311046
3.804082,66.40884982
3.804028,66.39453508
3.803807,66.38020952
3.803761,66.36595969
3.803524,66.35170987
3.803394,66.33739513
3.803258,66.3231453
3.803083,66.30875482
3.802941,66.29449418
3.802752,66.28019026
3.80256,66.26595125
3.802346,66.25166897
3.802202,66.23738669
3.802049,66.22306113
3.801954,66.2088113
3.801754,66.19459394
3.801669,66.18019264
3.801429,66.16595363
3.801394,66.15163889
3.801292,66.13738907
3.801137,66.12316089
3.801044,66.10884614
3.800929,66.09460714
3.80076,66.08030322
3.800654,66.06598847
3.800464,66.05167373
3.800368,66.03743473
3.800167,66.02320655
3.799965,66.0088918
3.799676,65.9945987
3.799511,65.98037052
3.799389,65.96605577
3.799259,65.95174103
3.799111,65.93752367
3.798986,65.92328467
3.798806,65.90899156
3.798714,65.89476338
3.798597,65.88038372
3.798515,65.86614471
3.798403,65.85185161
3.798235,65.83762343
3.79817,65.82333033
3.797975,65.80910214
3.79781,65.79480904
3.797662,65.78058086
3.797446,65.76628775
3.797291,65.75205957
3.797049,65.73774483
3.796881,65.72346254
3.796747,65.70923436
3.796617,65.69493044
3.796464,65.68064816
3.796285,65.66643079
3.796164,65.65220261
3.796002,65.63790951
3.795865,65.62369214
3.795781,65.60940986
3.795727,65.59509512
3.795635,65.58088857
3.795457,65.56658465
3.795328,65.55229155
3.795146,65.53808501
3.794994,65.52386764
3.794898,65.50958536
3.794752,65.49537882
3.794546,65.48100997
3.794256,65.46679261
3.794134,65.45251033
3.79398,65.43829296
3.793842,65.42408642
3.793712,65.40979332
3.793546,65.39550022
3.793373,65.38129367
3.793194,65.36700057
3.793057,65.35271829
3.793019,65.33852256
3.792995,65.32424028
3.792784,65.31003374
3.792699,65.29582719
3.792526,65.28146917
3.792406,65.26726263
3.792167,65.25299116
3.792057,65.23878462
3.791874,65.2245889
3.7916,65.21030661
3.79144,65.19602433
3.791354,65.18182861
3.791158,65.16755715
3.791001,65.15327486
3.790842,65.13906832
3.79068,65.12479686
3.790524,65.11061195
3.790395,65.09631885
3.790369,65.08213395
3.790242,65.06785166
3.790178,65.05365594
3.790064,65.0393953
3.789864,65.02519957
3.789684,65.01084155
3.789567,64.99665665
3.789457,64.98237436
3.789281,64.96817864
3.78908,64.95400456
3.788857,64.93971145
3.788702,64.92552655
3.788541,64.91127673
3.788346,64.897081
3.788189,64.88283118
3.788061,64.86864628
3.787922,64.85435317
3.787836,64.84010335
3.787617,64.82584271
3.787543,64.81164699
3.787442,64.79738634
3.787377,64.78321226
3.787281,64.76895162
3.787119,64.75469097
3.786907,64.74048443
3.786763,64.72632117
3.786628,64.7120497
3.786463,64.69778906
3.786226,64.6836258
3.78598,64.66935433
3.785852,64.65518025
3.785736,64.64090879
3.785563,64.62665896
3.785442,64.61248488
3.785323,64.59823506
3.785138,64.58403933
3.784967,64.56978951
3.784806,64.55562625
3.784775,64.5413656
3.784692,64.52719152
3.784553,64.51293088
3.784348,64.49868105
3.784283,64.48451779
3.784105,64.47026797
3.783983,64.45608306
3.78383,64.44183324
3.783643,64.42758342
3.783428,64.41333359
3.783233,64.39915951
3.783092,64.38499625
3.78297,64.37083298
3.782833,64.35659398
3.782614,64.34233334
3.782493,64.32810515
3.782302,64.31392025
3.782189,64.29969207
3.782128,64.28551798
3.781992,64.2713439
3.781914,64.25711571
3.781767,64.24286589
3.781621,64.22863771
3.781497,64.21447444
3.781346,64.20023544
3.781227,64.18607218
3.781027,64.17191973
3.780867,64.15759417
3.780616,64.14349583
3.780463,64.12926764
3.780331,64.11503946
3.780115,64.1008762
3.779933,64.08664801
3.779843,64.07240901
3.779723,64.05825657
3.779602,64.04402838
3.779379,64.02986512
3.779298,64.01562612
3.779238,64.00138711
3.779124,63.98715893
3.77897,63.97309304
3.778847,63.95885404
3.778641,63.94462586
3.778543,63.93048423
3.778428,63.91625605
3.778232,63.90209279
3.778075,63.8878646
3.777864,63.8736256
3.777643,63.8594948
3.777465,63.84528825
3.777398,63.83112499
3.777219,63.81690763
3.777083,63.80275518
3.776903,63.78854864
3.776734,63.77430964
3.77666,63.76017883
3.776572,63.74595065
3.776484,63.7317982
3.776381,63.71757002
3.776179,63.7034284
3.77605,63.68922185
3.775892,63.67499367
3.775801,63.66076549
3.775567,63.64663468
3.775396,63.63241732
3.775186,63.61828652
3.775016,63.60414489
3.774864,63.58992753
3.774721,63.57577508
3.774568,63.5614928
3.774415,63.54743774
3.774273,63.53322037
3.774125,63.51900301
3.773962,63.50488303
3.77385,63.49066566
3.773795,63.47652404
3.773692,63.46230668
3.773515,63.44811095
3.773409,63.43396933
3.77329,63.41975196
3.773104,63.40561034
3.772966,63.39141462
3.772795,63.37719725
3.772666,63.36306645
3.772399,63.34885991
3.772272,63.33473992
3.772129,63.32050092
3.771888,63.30632683
3.771749,63.29220685
3.771714,63.27800031
3.771489,63.26378294
3.771365,63.24966296
3.77117,63.23545642
3.77107,63.22130397
3.771044,63.20711907
3.770938,63.1930099
3.770765,63.17881418
3.770617,63.16467256
3.770477,63.15040109
3.770329,63.13628111
3.770199,63.12218277
3.770081,63.10805196
3.769863,63.0937805
3.769689,63.07966051
3.76948,63.06554053
3.76928,63.05135563
3.769109,63.03714908
3.769032,63.02303992
3.768901,63.0088442
3.768684,62.99464847
3.768532,62.98055013
3.768398,62.96644096
3.768315,62.9521695
3.768309,62.93812526
3.768147,62.92386461
3.767998,62.90983119
3.767886,62.89563546
3.767695,62.8815263
3.767574,62.86735222
3.767422,62.85314567
3.767209,62.83903651
3.766974,62.82487324
3.76677,62.81074244
3.766665,62.7964818
3.766515,62.78236181
3.766431,62.76828511
3.766237,62.75408939
3.766051,62.73989366
3.765991,62.72580614
3.765799,62.71169697
3.765766,62.69752289
3.765647,62.68334881
3.765556,62.66923964
